Sn. No,Report Date,Run Date,Unique Product ID,Brand Name,Category,Product Description,Quantity,City,Pincode,Area,FG Code,SKU ID,Platform,MRP,Selling Price,Stock Availability (Y/N),Discount
9557,02-05-2025,02-05-2025,NUVRAA000011,Bikaji,Namkeen,Chips Mast Masala (Cb)*90Gm*6.00,,hyderabad,500081,500081,FG006580,CHPGPMB6A4JHYY9K,Flipkart,50,27,No,46
9558,02-05-2025,02-05-2025,NUVRAA000052,Bikaji,Namkeen,Chips Tomato Salsa (Cb)*90Gm*6.00,,hyderabad,500081,500081,FG006579,CHPGPMB6VFH6HFXX,Flipkart,50,27,No,46
9559,02-05-2025,02-05-2025,NUVRAA000014,Bikaji,Namkeen,Chowpati Bhelpuri-300G*12,,hyderabad,500081,500081,FG000266,SNSGJEHP6HBYCBQP,Flipkart,,,No,
9560,02-05-2025,02-05-2025,NUVRAA000024,Bikaji,Namkeen,Kuch-Kuch - 1 Kg*16,,hyderabad,500081,500081,FG000096,SNSGD2UHAC8AABWG,Flipkart,320,235,No,27
9561,02-05-2025,02-05-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,,hyderabad,500081,500081,FG002508,SNSFCGBCHFKMYFPZ,Flipkart,,,No,
9562,02-05-2025,02-05-2025,NUVRAA000029,Bikaji,Namkeen,Moong Dal 1kg * 12,,hyderabad,500081,500081,FG004823,SNSFVHVZKY7M5XEY,Flipkart,320,270,No,16
9563,02-05-2025,02-05-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,,hyderabad,500081,500081,FG005831,SNSGD2UHC5UMWQFZ,Flipkart,,,No,
9564,02-05-2025,02-05-2025,NUVRAA000032,Bikaji,Namkeen,Papad Baat Cheet-1Kg*20,,hyderabad,500081,500081,FG000044,SNSGD2UHA5HCYJKH,Flipkart,300,231,No,23
9565,02-05-2025,02-05-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,,hyderabad,500081,500081,FG000046,SNSGD2UH6B8YKKX9,Flipkart,130,96,No,26
9566,02-05-2025,02-05-2025,NUVRAA000039,Bikaji,Namkeen,Sab Kuch - 1 Kg*16,,hyderabad,500081,500081,FG000115,SNSGD2UHPURR8ZZY,Flipkart,390,217,Yes,44
9567,02-05-2025,02-05-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,hyderabad,500081,500081,FG001972,SAMGD2V6Y4TTEVZK,Flipkart,135,102,No,24
9568,02-05-2025,02-05-2025,NUVRAA000047,Bikaji,Namkeen,Tana Bana 1 Kg  * 12,,hyderabad,500081,500081,FG004821,SNSFVHVZD3DBSBEE,Flipkart,390,191,Yes,51
9569,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,,hyderabad,500081,500081,FG000011,SNSETFPYMGJKSHYC,Flipkart,290,222,Yes,23
9570,02-05-2025,02-05-2025,NUVRAA000003,Haldiram,Bhujia,Bhujia No.1 - 400 Gm*24,,hyderabad,500081,500081,FG000010,SNSETFPNXG5SHCQ9,Flipkart,120,97,Yes,19
9571,02-05-2025,02-05-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain  150 GM*9.6,,hyderabad,500081,500081,FG000489,SNSF6KYDCVCXJNWZ,Flipkart,52,47,No,10
9572,02-05-2025,02-05-2025,NUVRAA000018,Bikano,Mithai,Gulab Jamun 1.25 Kg*15,,hyderabad,500081,500081,FG001086,SAMEUAZB245N92KH,Flipkart,,195,No,
9573,02-05-2025,02-05-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,,hyderabad,500081,500081,FG005831,SNSEU9WPHPY2MGZH,Flipkart,,48,No,
9574,02-05-2025,02-05-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,,hyderabad,500081,500081,FG001003,SAMETFSR8ZUDQBGH,Flipkart,,200,No,
9575,02-05-2025,02-05-2025,NUVRAA000043,Haldiram,Mithai,Soan Papri Mb-450 Gm*10.8,,hyderabad,500081,500081,FG001972,SAMETFTYPTUD3PZK,Flipkart,65,63,No,3
9576,02-05-2025,02-05-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,,hyderabad,500081,500081,FG000011,SNSEUCYSJJZKPDDG,Flipkart,297,223,No,25
9577,02-05-2025,02-05-2025,NUVRAA000003,Bikano,Bhujia,Bhujia No.1 - 400 Gm*24,,hyderabad,500081,500081,FG000010,SNSEUCYSZ44UZJWF,Flipkart,,,No,
9578,02-05-2025,02-05-2025,NUVRAA000015,Bikano,Namkeen,Classic Salted Peanuts 200 Gm*12,,hyderabad,500081,500081,FG000484,SNSEUCYSNEGEXHDV,Flipkart,60,54,Yes,10
9579,02-05-2025,02-05-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,,hyderabad,500081,500081,FG001086,SAMGSPDREBHMTJBH,Flipkart,330,196,No,41
9580,02-05-2025,02-05-2025,NUVRAA000030,Bikano,Namkeen,Moong Dal 200 Gm * 12,,hyderabad,500081,500081,FG004941,SNSEUCYSG6DKCXH6,Flipkart,55,47,No,15
9581,02-05-2025,02-05-2025,NUVRAA000031,Bikano,Namkeen,NUT CRACKER (CB)*150Gm*9,,hyderabad,500081,500081,FG005831,SNSG4AMAUFWAPSWZ,Flipkart,120,102,Yes,15
9582,02-05-2025,02-05-2025,NUVRAA000038,Bikano,Mithai,Rasgulla(Eb)-1.25Kg*15,,hyderabad,500081,500081,FG001003,SAMGSPDRFXYZY2ZT,Flipkart,350,150,No,57
9583,02-05-2025,02-05-2025,NUVRAA000043,Bikano,Mithai,Soan Papri Mb-450 Gm*10.8,,hyderabad,500081,500081,FG001972,SAMGQKNVXEFFVFZS,Flipkart,110,104,No,5
9584,02-05-2025,02-05-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,,delhi,122017,122017,FG000011,SNSGD2UHFUKR8GQR,Flipkart,230,195,No,15
9585,02-05-2025,02-05-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,delhi,122017,122017,FG001538,SNSG9SCWU8BFHRME,Flipkart,,,No,
9586,02-05-2025,02-05-2025,NUVRAA000008,Bikaji,Namkeen,Chips Classic Salted (Cb)*90Gm*6.00,,delhi,122017,122017,FG006577,CHPGPMB6ZN3BZHT6,Flipkart,50,31,No,38
9587,02-05-2025,02-05-2025,NUVRAA000011,Bikaji,Namkeen,Chips Mast Masala (Cb)*90Gm*6.00,,delhi,122017,122017,FG006580,CHPGPMB6A4JHYY9K,Flipkart,50,28,No,44
9588,02-05-2025,02-05-2025,NUVRAA000052,Bikaji,Namkeen,Chips Tomato Salsa (Cb)*90Gm*6.00,,delhi,122017,122017,FG006579,CHPGPMB6VFH6HFXX,Flipkart,50,30,No,40
9589,02-05-2025,02-05-2025,NUVRAA000014,Bikaji,Namkeen,Chowpati Bhelpuri-300G*12,,delhi,122017,122017,FG000266,SNSGJEHP6HBYCBQP,Flipkart,,,No,
9590,02-05-2025,02-05-2025,NUVRAA000024,Bikaji,Namkeen,Kuch-Kuch - 1 Kg*16,,delhi,122017,122017,FG000096,SNSGD2UHAC8AABWG,Flipkart,350,266,Yes,24
9591,02-05-2025,02-05-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,,delhi,122017,122017,FG002508,SNSFCGBCHFKMYFPZ,Flipkart,,,No,
9592,02-05-2025,02-05-2025,NUVRAA000029,Bikaji,Namkeen,Moong Dal 1kg * 12,,delhi,122017,122017,FG004823,SNSFVHVZKY7M5XEY,Flipkart,350,285,Yes,19
9593,02-05-2025,02-05-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,,delhi,122017,122017,FG005831,SNSGD2UHC5UMWQFZ,Flipkart,,,No,
9594,02-05-2025,02-05-2025,NUVRAA000032,Bikaji,Namkeen,Papad Baat Cheet-1Kg*20,,delhi,122017,122017,FG000044,SNSGD2UHA5HCYJKH,Flipkart,310,231,No,25
9595,02-05-2025,02-05-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,,delhi,122017,122017,FG000046,SNSGD2UH6B8YKKX9,Flipkart,,,No,
9596,02-05-2025,02-05-2025,NUVRAA000039,Bikaji,Namkeen,Sab Kuch - 1 Kg*16,,delhi,122017,122017,FG000115,SNSGD2UHPURR8ZZY,Flipkart,360,205,Yes,43
9597,02-05-2025,02-05-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,delhi,122017,122017,FG001972,SAMGD2V6Y4TTEVZK,Flipkart,,,No,
9598,02-05-2025,02-05-2025,NUVRAA000047,Bikaji,Namkeen,Tana Bana 1 Kg  * 12,,delhi,122017,122017,FG004821,SNSFVHVZD3DBSBEE,Flipkart,370,195,Yes,47
9599,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,,delhi,122017,122017,FG000011,SNSETFPYMGJKSHYC,Flipkart,,,No,
9600,02-05-2025,02-05-2025,NUVRAA000003,Haldiram,Bhujia,Bhujia No.1 - 400 Gm*24,,delhi,122017,122017,FG000010,SNSETFPNXG5SHCQ9,Flipkart,115,95,No,17
9601,02-05-2025,02-05-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain  150 GM*9.6,,delhi,122017,122017,FG000489,SNSF6KYDCVCXJNWZ,Flipkart,50,47,No,6
9602,02-05-2025,02-05-2025,NUVRAA000018,Bikano,Mithai,Gulab Jamun 1.25 Kg*15,,delhi,122017,122017,FG001086,SAMEUAZB245N92KH,Flipkart,,,No,
9603,02-05-2025,02-05-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,,delhi,122017,122017,FG005831,SNSEU9WPHPY2MGZH,Flipkart,,,No,
9604,02-05-2025,02-05-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,,delhi,122017,122017,FG001003,SAMETFSR8ZUDQBGH,Flipkart,,,No,
9605,02-05-2025,02-05-2025,NUVRAA000043,Haldiram,Mithai,Soan Papri Mb-450 Gm*10.8,,delhi,122017,122017,FG001972,SAMETFTYPTUD3PZK,Flipkart,,,No,
9606,02-05-2025,02-05-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,,delhi,122017,122017,FG000011,SNSEUCYSJJZKPDDG,Flipkart,320,217,Yes,32
9607,02-05-2025,02-05-2025,NUVRAA000003,Bikano,Bhujia,Bhujia No.1 - 400 Gm*24,,delhi,122017,122017,FG000010,SNSEUCYSZ44UZJWF,Flipkart,120,106,Yes,12
9608,02-05-2025,02-05-2025,NUVRAA000015,Bikano,Namkeen,Classic Salted Peanuts 200 Gm*12,,delhi,122017,122017,FG000484,SNSEUCYSNEGEXHDV,Flipkart,60,57,Yes,5
9609,02-05-2025,02-05-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,,delhi,122017,122017,FG001086,SAMGSPDREBHMTJBH,Flipkart,375,186,Yes,50
9610,02-05-2025,02-05-2025,NUVRAA000030,Bikano,Namkeen,Moong Dal 200 Gm * 12,,delhi,122017,122017,FG004941,SNSEUCYSG6DKCXH6,Flipkart,58,49,No,16
9611,02-05-2025,02-05-2025,NUVRAA000031,Bikano,Namkeen,NUT CRACKER (CB)*150Gm*9,,delhi,122017,122017,FG005831,SNSG4AMAUFWAPSWZ,Flipkart,120,103,Yes,14
9612,02-05-2025,02-05-2025,NUVRAA000038,Bikano,Mithai,Rasgulla(Eb)-1.25Kg*15,,delhi,122017,122017,FG001003,SAMGSPDRFXYZY2ZT,Flipkart,375,196,Yes,48
9613,02-05-2025,02-05-2025,NUVRAA000043,Bikano,Mithai,Soan Papri Mb-450 Gm*10.8,,delhi,122017,122017,FG001972,SAMGQKNVXEFFVFZS,Flipkart,110,97,No,12
9614,02-05-2025,02-05-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,,bangalore,560017,560017,FG000011,SNSGD2UHFUKR8GQR,Flipkart,350,222,Yes,37
9615,02-05-2025,02-05-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,bangalore,560017,560017,FG001538,SNSG9SCWU8BFHRME,Flipkart,,,No,
9616,02-05-2025,02-05-2025,NUVRAA000008,Bikaji,Namkeen,Chips Classic Salted (Cb)*90Gm*6.00,,bangalore,560017,560017,FG006577,CHPGPMB6ZN3BZHT6,Flipkart,50,28,No,44
9617,02-05-2025,02-05-2025,NUVRAA000011,Bikaji,Namkeen,Chips Mast Masala (Cb)*90Gm*6.00,,bangalore,560017,560017,FG006580,CHPGPMB6A4JHYY9K,Flipkart,50,29,No,42
9618,02-05-2025,02-05-2025,NUVRAA000052,Bikaji,Namkeen,Chips Tomato Salsa (Cb)*90Gm*6.00,,bangalore,560017,560017,FG006579,CHPGPMB6VFH6HFXX,Flipkart,50,27,No,46
9619,02-05-2025,02-05-2025,NUVRAA000014,Bikaji,Namkeen,Chowpati Bhelpuri-300G*12,,bangalore,560017,560017,FG000266,SNSGJEHP6HBYCBQP,Flipkart,,,No,
9620,02-05-2025,02-05-2025,NUVRAA000024,Bikaji,Namkeen,Kuch-Kuch - 1 Kg*16,,bangalore,560017,560017,FG000096,SNSGD2UHAC8AABWG,Flipkart,230,167,No,27
9621,02-05-2025,02-05-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,,bangalore,560017,560017,FG002508,SNSFCGBCHFKMYFPZ,Flipkart,,,No,
9622,02-05-2025,02-05-2025,NUVRAA000029,Bikaji,Namkeen,Moong Dal 1kg * 12,,bangalore,560017,560017,FG004823,SNSFVHVZKY7M5XEY,Flipkart,320,270,No,16
9623,02-05-2025,02-05-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,,bangalore,560017,560017,FG005831,SNSGD2UHC5UMWQFZ,Flipkart,,,No,
9624,02-05-2025,02-05-2025,NUVRAA000032,Bikaji,Namkeen,Papad Baat Cheet-1Kg*20,,bangalore,560017,560017,FG000044,SNSGD2UHA5HCYJKH,Flipkart,300,234,No,22
9625,02-05-2025,02-05-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,,bangalore,560017,560017,FG000046,SNSGD2UH6B8YKKX9,Flipkart,130,103,No,21
9626,02-05-2025,02-05-2025,NUVRAA000039,Bikaji,Namkeen,Sab Kuch - 1 Kg*16,,bangalore,560017,560017,FG000115,SNSGD2UHPURR8ZZY,Flipkart,390,208,Yes,47
9627,02-05-2025,02-05-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,bangalore,560017,560017,FG001972,SAMGD2V6Y4TTEVZK,Flipkart,135,104,No,23
9628,02-05-2025,02-05-2025,NUVRAA000047,Bikaji,Namkeen,Tana Bana 1 Kg  * 12,,bangalore,560017,560017,FG004821,SNSFVHVZD3DBSBEE,Flipkart,390,217,Yes,44
9629,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,,bangalore,560017,560017,FG000011,SNSETFPYMGJKSHYC,Flipkart,290,220,Yes,24
9630,02-05-2025,02-05-2025,NUVRAA000003,Haldiram,Bhujia,Bhujia No.1 - 400 Gm*24,,bangalore,560017,560017,FG000010,SNSETFPNXG5SHCQ9,Flipkart,120,95,Yes,21
9631,02-05-2025,02-05-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain  150 GM*9.6,,bangalore,560017,560017,FG000489,SNSF6KYDCVCXJNWZ,Flipkart,55,52,Yes,5
9632,02-05-2025,02-05-2025,NUVRAA000018,Bikano,Mithai,Gulab Jamun 1.25 Kg*15,,bangalore,560017,560017,FG001086,SAMEUAZB245N92KH,Flipkart,225,224,No,0
9633,02-05-2025,02-05-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,,bangalore,560017,560017,FG005831,SNSEU9WPHPY2MGZH,Flipkart,55,52,Yes,5
9634,02-05-2025,02-05-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,,bangalore,560017,560017,FG001003,SAMETFSR8ZUDQBGH,Flipkart,200,185,No,8
9635,02-05-2025,02-05-2025,NUVRAA000043,Haldiram,Mithai,Soan Papri Mb-450 Gm*10.8,,bangalore,560017,560017,FG001972,SAMETFTYPTUD3PZK,Flipkart,,,No,
9636,02-05-2025,02-05-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,,bangalore,560017,560017,FG000011,SNSEUCYSJJZKPDDG,Flipkart,297,240,No,19
9637,02-05-2025,02-05-2025,NUVRAA000003,Bikano,Bhujia,Bhujia No.1 - 400 Gm*24,,bangalore,560017,560017,FG000010,SNSEUCYSZ44UZJWF,Flipkart,,,No,
9638,02-05-2025,02-05-2025,NUVRAA000015,Bikano,Namkeen,Classic Salted Peanuts 200 Gm*12,,bangalore,560017,560017,FG000484,SNSEUCYSNEGEXHDV,Flipkart,55,49,No,11
9639,02-05-2025,02-05-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,,bangalore,560017,560017,FG001086,SAMGSPDREBHMTJBH,Flipkart,375,165,Yes,56
9640,02-05-2025,02-05-2025,NUVRAA000030,Bikano,Namkeen,Moong Dal 200 Gm * 12,,bangalore,560017,560017,FG004941,SNSEUCYSG6DKCXH6,Flipkart,58,53,No,9
9641,02-05-2025,02-05-2025,NUVRAA000031,Bikano,Namkeen,NUT CRACKER (CB)*150Gm*9,,bangalore,560017,560017,FG005831,SNSG4AMAUFWAPSWZ,Flipkart,120,106,Yes,12
9642,02-05-2025,02-05-2025,NUVRAA000038,Bikano,Mithai,Rasgulla(Eb)-1.25Kg*15,,bangalore,560017,560017,FG001003,SAMGSPDRFXYZY2ZT,Flipkart,330,196,No,41
9643,02-05-2025,02-05-2025,NUVRAA000043,Bikano,Mithai,Soan Papri Mb-450 Gm*10.8,,bangalore,560017,560017,FG001972,SAMGQKNVXEFFVFZS,Flipkart,110,100,No,9
9644,02-05-2025,02-05-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,,hyderabad,500032,500032,FG000011,SNSGD2UHFUKR8GQR,Flipkart,350,208,Yes,41
9645,02-05-2025,02-05-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,hyderabad,500032,500032,FG001538,SNSG9SCWU8BFHRME,Flipkart,,,No,
9646,02-05-2025,02-05-2025,NUVRAA000008,Bikaji,Namkeen,Chips Classic Salted (Cb)*90Gm*6.00,,hyderabad,500032,500032,FG006577,CHPGPMB6ZN3BZHT6,Flipkart,50,28,Yes,44
9647,02-05-2025,02-05-2025,NUVRAA000011,Bikaji,Namkeen,Chips Mast Masala (Cb)*90Gm*6.00,,hyderabad,500032,500032,FG006580,CHPGPMB6A4JHYY9K,Flipkart,50,27,No,46
9648,02-05-2025,02-05-2025,NUVRAA000052,Bikaji,Namkeen,Chips Tomato Salsa (Cb)*90Gm*6.00,,hyderabad,500032,500032,FG006579,CHPGPMB6VFH6HFXX,Flipkart,50,27,No,46
9649,02-05-2025,02-05-2025,NUVRAA000014,Bikaji,Namkeen,Chowpati Bhelpuri-300G*12,,hyderabad,500032,500032,FG000266,SNSGJEHP6HBYCBQP,Flipkart,,,No,
9650,02-05-2025,02-05-2025,NUVRAA000024,Bikaji,Namkeen,Kuch-Kuch - 1 Kg*16,,hyderabad,500032,500032,FG000096,SNSGD2UHAC8AABWG,Flipkart,320,235,No,27
9651,02-05-2025,02-05-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,,hyderabad,500032,500032,FG002508,SNSFCGBCHFKMYFPZ,Flipkart,,,No,
9652,02-05-2025,02-05-2025,NUVRAA000029,Bikaji,Namkeen,Moong Dal 1kg * 12,,hyderabad,500032,500032,FG004823,SNSFVHVZKY7M5XEY,Flipkart,320,270,No,16
9653,02-05-2025,02-05-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,,hyderabad,500032,500032,FG005831,SNSGD2UHC5UMWQFZ,Flipkart,,,No,
9654,02-05-2025,02-05-2025,NUVRAA000032,Bikaji,Namkeen,Papad Baat Cheet-1Kg*20,,hyderabad,500032,500032,FG000044,SNSGD2UHA5HCYJKH,Flipkart,300,231,No,23
9655,02-05-2025,02-05-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,,hyderabad,500032,500032,FG000046,SNSGD2UH6B8YKKX9,Flipkart,130,96,No,26
9656,02-05-2025,02-05-2025,NUVRAA000039,Bikaji,Namkeen,Sab Kuch - 1 Kg*16,,hyderabad,500032,500032,FG000115,SNSGD2UHPURR8ZZY,Flipkart,390,217,Yes,44
9657,02-05-2025,02-05-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,hyderabad,500032,500032,FG001972,SAMGD2V6Y4TTEVZK,Flipkart,135,102,No,24
9658,02-05-2025,02-05-2025,NUVRAA000047,Bikaji,Namkeen,Tana Bana 1 Kg  * 12,,hyderabad,500032,500032,FG004821,SNSFVHVZD3DBSBEE,Flipkart,390,191,Yes,51
9659,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,,hyderabad,500032,500032,FG000011,SNSETFPYMGJKSHYC,Flipkart,290,222,Yes,23
9660,02-05-2025,02-05-2025,NUVRAA000003,Haldiram,Bhujia,Bhujia No.1 - 400 Gm*24,,hyderabad,500032,500032,FG000010,SNSETFPNXG5SHCQ9,Flipkart,120,97,Yes,19
9661,02-05-2025,02-05-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain  150 GM*9.6,,hyderabad,500032,500032,FG000489,SNSF6KYDCVCXJNWZ,Flipkart,52,47,No,10
9662,02-05-2025,02-05-2025,NUVRAA000018,Bikano,Mithai,Gulab Jamun 1.25 Kg*15,,hyderabad,500032,500032,FG001086,SAMEUAZB245N92KH,Flipkart,,195,No,
9663,02-05-2025,02-05-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,,hyderabad,500032,500032,FG005831,SNSEU9WPHPY2MGZH,Flipkart,,48,No,
9664,02-05-2025,02-05-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,,hyderabad,500032,500032,FG001003,SAMETFSR8ZUDQBGH,Flipkart,,200,No,
9665,02-05-2025,02-05-2025,NUVRAA000043,Haldiram,Mithai,Soan Papri Mb-450 Gm*10.8,,hyderabad,500032,500032,FG001972,SAMETFTYPTUD3PZK,Flipkart,65,63,No,3
9666,02-05-2025,02-05-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,,hyderabad,500032,500032,FG000011,SNSEUCYSJJZKPDDG,Flipkart,297,223,No,25
9667,02-05-2025,02-05-2025,NUVRAA000003,Bikano,Bhujia,Bhujia No.1 - 400 Gm*24,,hyderabad,500032,500032,FG000010,SNSEUCYSZ44UZJWF,Flipkart,,,No,
9668,02-05-2025,02-05-2025,NUVRAA000015,Bikano,Namkeen,Classic Salted Peanuts 200 Gm*12,,hyderabad,500032,500032,FG000484,SNSEUCYSNEGEXHDV,Flipkart,60,54,Yes,10
9669,02-05-2025,02-05-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,,hyderabad,500032,500032,FG001086,SAMGSPDREBHMTJBH,Flipkart,330,196,No,41
9670,02-05-2025,02-05-2025,NUVRAA000030,Bikano,Namkeen,Moong Dal 200 Gm * 12,,hyderabad,500032,500032,FG004941,SNSEUCYSG6DKCXH6,Flipkart,55,47,No,15
9671,02-05-2025,02-05-2025,NUVRAA000031,Bikano,Namkeen,NUT CRACKER (CB)*150Gm*9,,hyderabad,500032,500032,FG005831,SNSG4AMAUFWAPSWZ,Flipkart,120,102,Yes,15
9672,02-05-2025,02-05-2025,NUVRAA000038,Bikano,Mithai,Rasgulla(Eb)-1.25Kg*15,,hyderabad,500032,500032,FG001003,SAMGSPDRFXYZY2ZT,Flipkart,350,150,No,57
9673,02-05-2025,02-05-2025,NUVRAA000043,Bikano,Mithai,Soan Papri Mb-450 Gm*10.8,,hyderabad,500032,500032,FG001972,SAMGQKNVXEFFVFZS,Flipkart,110,104,No,5
9674,02-05-2025,02-05-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,110017,110017,FG000011,62118,Blinkit,330,330,Yes,0
9675,02-05-2025,02-05-2025,NUVRAA000002,Bikaji,Bhujia,Bhujia No.1 - 200 Gm*16,200,delhi,110017,110017,FG001850,111478,Blinkit,,,No,
9676,02-05-2025,02-05-2025,NUVRAA000003,Bikaji,Bhujia,Bhujia No.1 - 400 Gm*24,400 g,delhi,110017,110017,FG000010,62119,Blinkit,122,122,Yes,0
9677,02-05-2025,02-05-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,delhi,110017,110017,FG001538,10046089,Blinkit,,,No,
9678,02-05-2025,02-05-2025,NUVRAA000013,Bikaji,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,110 g,delhi,110017,110017,FG006188,524899,Blinkit,49,49,Yes,0
9679,02-05-2025,02-05-2025,NUVRAA000017,Bikaji,Namkeen,Falahari Mix.- 200 Gm*12,200 g,delhi,110017,110017,FG000516,91088,Blinkit,80,80,Yes,0
9680,02-05-2025,02-05-2025,NUVRAA000018,Bikaji,Mithai,Gulab Jamun 1.25 Kg*15,2,delhi,110017,110017,FG001086,67823,Blinkit,545,545,Yes,0
9681,02-05-2025,02-05-2025,NUVRAA000026,Bikaji,Namkeen,Kuch-Kuch - 400 Gm*16,2,delhi,110017,110017,FG000100,62122,Blinkit,693,693,Yes,0
9682,02-05-2025,02-05-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,400 g,delhi,110017,110017,FG002508,94178,Blinkit,120,120,Yes,0
9683,02-05-2025,02-05-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,150 g,delhi,110017,110017,FG005831,91100,Blinkit,70,70,Yes,0
9684,02-05-2025,02-05-2025,NUVRAA000033,Bikaji,Namkeen,Papad Baat Cheet-400 Gm*20,400 g,delhi,110017,110017,FG000042,60434,Blinkit,135,135,Yes,0
9685,02-05-2025,02-05-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,400 g,delhi,110017,110017,FG000046,60433,Blinkit,135,135,Yes,0
9686,02-05-2025,02-05-2025,NUVRAA000036,Bikaji,Mithai,Rajbhog (Eb)-1.25Kg*15,1.25 kg,delhi,110017,110017,FG001138,91119,Blinkit,265,255,Yes,4
9687,02-05-2025,02-05-2025,NUVRAA000038,Bikaji,Mithai,Rasgulla(Eb)-1.25Kg*15,2,delhi,110017,110017,FG001003,68033,Blinkit,495,495,Yes,0
9688,02-05-2025,02-05-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,450 g,delhi,110017,110017,FG001972,91117,Blinkit,135,135,Yes,0
9689,02-05-2025,02-05-2025,NUVRAA000044,Bikaji,Namkeen,Soya Sticks Masala Munch 200Gm  * 9.6,200 g,delhi,110017,110017,FG004807,525567,Blinkit,80,80,Yes,0
9690,02-05-2025,02-05-2025,NUVRAA000046,Bikaji,Namkeen,Tana Bana - 400 G*16,400 g,delhi,110017,110017,FG000199,62130,Blinkit,,,No,
